,Export(MW)
2019-02-05 04,23625.15833333333
2019-02-05 05,25101.365
2019-02-05 06,25076.09833333333
2019-02-05 07,26663.544166666663
2019-02-05 08,25905.647500000003
2019-02-05 09,26197.0825
2019-02-05 10,26331.52
2019-02-05 11,25983.999166666665
2019-02-05 12,26390.796666666665
2019-02-05 13,26844.649999999998
2019-02-05 14,21908.864166666666
2019-02-05 15,27000.90166666667
2019-02-05 16,25622.435833333333
2019-02-05 17,25473.12416666666
2019-02-05 18,25633.369166666667
2019-02-05 19,25870.649166666666
2019-02-05 20,24642.321666666667
2019-02-05 21,24564.770833333332
2019-02-05 22,23419.5125
2019-02-05 23,22091.780000000002
2019-02-06 00,22274.163333333334
2019-02-06 01,22589.574999999997
2019-02-06 02,21997.5775
2019-02-06 03,22239.756666666668
2019-02-06 04,22208.161666666667
2019-02-06 05,24532.6775
2019-02-06 06,27667.90833333333
2019-02-06 07,27472.465833333335
2019-02-06 08,25805.51916666667
2019-02-06 09,24709.4425
2019-02-06 10,25075.184166666662
2019-02-06 11,25431.654166666664
2019-02-06 12,25294.22333333333
2019-02-06 13,25322.159166666665
2019-02-06 14,26137.15416666667
2019-02-06 15,25960.104166666668
2019-02-06 16,25740.0475
2019-02-06 17,26068.808333333338
2019-02-06 18,27218.86666666667
2019-02-06 19,26797.234166666673
2019-02-06 20,26179.9525
2019-02-06 21,24903.875833333328
2019-02-06 22,22967.246666666662
2019-02-06 23,22891.765
2019-02-07 00,23673.519166666665
2019-02-07 01,23442.64916666667
2019-02-07 02,23436.567500000005
2019-02-07 03,23140.708333333332
2019-02-07 04,23676.623333333333
2019-02-07 05,24791.137499999997
2019-02-07 06,26565.005000000005
2019-02-07 07,25443.11916666667
2019-02-07 08,25087.12166666667
2019-02-07 09,26184.69583333333
2019-02-07 10,26641.075
2019-02-07 11,25457.92583333333
2019-02-07 12,25421.012499999997
2019-02-07 13,24474.48416666666
2019-02-07 14,24855.9325
2019-02-07 15,25364.589999999997
2019-02-07 16,24894.78916666667
2019-02-07 17,25019.921666666665
2019-02-07 18,26412.78583333333
2019-02-07 19,26054.997499999998
2019-02-07 20,26501.99
2019-02-07 21,26625.745833333334
2019-02-07 22,25968.42916666667
2019-02-07 23,25152.224166666667
2019-02-08 00,23957.540000000005
2019-02-08 01,23817.122499999998
2019-02-08 02,23632.740833333333
2019-02-08 03,23569.3125
2019-02-08 04,24022.450833333336
2019-02-08 05,25311.781666666662
2019-02-08 06,26755.20166666667
2019-02-08 07,25670.250000000004
2019-02-08 08,25040.571666666667
2019-02-08 09,25913.47666666667
2019-02-08 10,26397.745
2019-02-08 11,26461.9725
2019-02-08 12,25717.4025
2019-02-08 13,25652.906666666666
2019-02-08 14,24511.164166666666
2019-02-08 15,24587.200833333336
2019-02-08 16,25401.26416666667
2019-02-08 17,25997.9875
2019-02-08 18,26768.354166666668
2019-02-08 19,27051.337499999998
2019-02-08 20,26937.406666666666
2019-02-08 21,26826.723333333328
2019-02-08 22,24837.126666666663
2019-02-08 23,24812.209999999995
2019-02-09 00,22967.5125
2019-02-09 01,25248.7075
2019-02-09 02,20697.305833333336
2019-02-09 03,24051.46083333333
2019-02-09 04,23896.329999999998
2019-02-09 05,24058.17166666666
2019-02-09 06,24278.872499999998
2019-02-09 07,24967.855
2019-02-09 08,26152.854166666668
2019-02-09 09,26361.711666666673
2019-02-09 10,25975.62166666667
2019-02-09 11,26037.215833333335
2019-02-09 12,25000.885000000006
2019-02-09 13,25920.5125
2019-02-09 14,26164.805000000004
2019-02-09 15,26276.4475
2019-02-09 16,25449.90166666667
2019-02-09 17,26699.44666666667
2019-02-09 18,26920.13416666667
2019-02-09 19,27104.44916666666
2019-02-09 20,27464.87166666667
2019-02-09 21,27217.40083333333
2019-02-09 22,25446.6825
2019-02-09 23,24759.322500000006
2019-02-10 00,25734.0
2019-02-10 01,26182.25833333333
2019-02-10 02,26527.76
2019-02-10 03,26333.655833333334
2019-02-10 04,26594.52583333333
2019-02-10 05,26234.728333333336
2019-02-10 06,26635.364166666666
2019-02-10 07,25895.088333333337
2019-02-10 08,26881.118333333332
2019-02-10 09,26909.865
2019-02-10 10,27947.251666666663
2019-02-10 11,26921.904166666664
2019-02-10 12,27295.0675
2019-02-10 13,28013.209166666667
2019-02-10 14,26839.772500000003
2019-02-10 15,27407.137499999997
2019-02-10 16,25386.315000000002
2019-02-10 17,26007.045833333337
2019-02-10 18,26541.144166666665
2019-02-10 19,27007.300000000003
2019-02-10 20,26972.250833333335
2019-02-10 21,26989.236666666668
2019-02-10 22,26908.676666666666
2019-02-10 23,25803.78
2019-02-11 00,26569.829166666663
2019-02-11 01,24995.63
2019-02-11 02,25702.64083333334
2019-02-11 03,26043.00333333333
2019-02-11 04,25105.19333333333
2019-02-11 05,26484.21166666667
2019-02-11 06,27116.170833333334
2019-02-11 07,27762.8275
2019-02-11 08,27890.858333333334
2019-02-11 09,28364.338333333333
2019-02-11 10,26452.11916666667
2019-02-11 11,26292.36333333333
2019-02-11 12,27055.375000000004
2019-02-11 13,27890.831666666665
2019-02-11 14,28277.284166666665
2019-02-11 15,28211.564166666667
2019-02-11 16,27439.865833333333
2019-02-11 17,28207.146666666667
2019-02-11 18,29071.74
2019-02-11 19,28390.815000000002
2019-02-11 20,28379.29416666667
2019-02-11 21,28272.145
2019-02-11 22,26823.811666666665
2019-02-11 23,26333.3575
2019-02-12 00,23722.456666666665
2019-02-12 01,23833.474166666667
2019-02-12 02,23404.08083333333
2019-02-12 03,23321.40416666667
2019-02-12 04,23797.6875
2019-02-12 05,25127.101666666666
2019-02-12 06,27186.959166666667
2019-02-12 07,27317.118333333332
2019-02-12 08,25841.001666666667
2019-02-12 09,25095.945000000003
2019-02-12 10,25784.0925
2019-02-12 11,24977.102499999997
2019-02-12 12,25175.400833333337
2019-02-12 13,26733.194166666668
2019-02-12 14,26921.02416666667
2019-02-12 15,26314.149999999994
2019-02-12 16,25912.274999999998
2019-02-12 17,26504.829166666663
2019-02-12 18,26240.224999999995
2019-02-12 19,25956.573333333334
2019-02-12 20,26125.234166666665
2019-02-12 21,26224.90166666667
2019-02-12 22,24682.233333333337
2019-02-12 23,23195.75333333333
2019-02-13 00,22053.264166666664
2019-02-13 01,21880.610833333336
2019-02-13 02,21916.835833333334
2019-02-13 03,22104.345833333336
2019-02-13 04,22946.985000000004
2019-02-13 05,23315.421666666665
2019-02-13 06,23397.102499999997
2019-02-13 07,24416.9225
2019-02-13 08,23964.307500000006
2019-02-13 09,24413.070833333335
2019-02-13 10,25083.105000000007
2019-02-13 11,25531.114166666666
2019-02-13 12,24643.525833333333
2019-02-13 13,20475.68666666667
2019-02-13 14,24374.76166666667
2019-02-13 15,24830.519166666665
2019-02-13 16,25104.38333333333
2019-02-13 17,25808.22583333333
2019-02-13 18,25732.861666666668
2019-02-13 19,25688.50666666667
2019-02-13 20,25391.2475
2019-02-13 21,24804.359166666673
2019-02-13 22,24669.045000000002
2019-02-13 23,22952.08916666667
2019-02-14 00,23729.14
2019-02-14 01,23175.40416666667
2019-02-14 02,23295.126666666667
2019-02-14 03,23449.240833333333
2019-02-14 04,23385.034166666665
2019-02-14 05,24979.105
2019-02-14 06,25624.815000000002
2019-02-14 07,26025.770000000004
2019-02-14 08,26184.43416666667
2019-02-14 09,25518.336666666666
2019-02-14 10,25664.32166666667
2019-02-14 11,25926.752500000002
2019-02-14 12,25229.583333333332
2019-02-14 13,24779.735833333336
2019-02-14 14,24787.724166666667
2019-02-14 15,25214.545833333334
2019-02-14 16,24918.9175
2019-02-14 17,25762.694166666664
2019-02-14 18,26458.421666666665
2019-02-14 19,26564.04833333333
2019-02-14 20,25334.227500000005
2019-02-14 21,25105.6125
2019-02-14 22,24619.889999999996
2019-02-14 23,22755.086666666666
2019-02-15 00,22988.545833333337
2019-02-15 01,22912.526666666672
2019-02-15 02,22682.565833333338
2019-02-15 03,22995.994166666667
2019-02-15 04,22668.334166666667
2019-02-15 05,23490.57666666667
2019-02-15 06,23305.9175
2019-02-15 07,24285.542499999996
2019-02-15 08,24905.96166666667
2019-02-15 09,24692.985
2019-02-15 10,23997.306666666667
2019-02-15 11,24102.149166666666
2019-02-15 12,24201.996666666662
2019-02-15 13,24338.32416666667
2019-02-15 14,24246.890833333327
2019-02-15 15,24344.821666666667
2019-02-15 16,22504.58916666667
2019-02-15 17,25221.494166666667
2019-02-15 18,25811.16916666667
2019-02-15 19,24553.652499999997
2019-02-15 20,23670.857500000002
2019-02-15 21,23443.568333333333
2019-02-15 22,24183.88
2019-02-15 23,22982.400833333333
2019-02-16 00,23232.135
2019-02-16 01,22635.9325
2019-02-16 02,23019.368333333332
2019-02-16 03,22573.287500000002
2019-02-16 04,22573.786666666667
2019-02-16 05,22923.4425
2019-02-16 06,22525.251666666667
2019-02-16 07,22608.434999999994
2019-02-16 08,23554.061666666665
2019-02-16 09,23202.784166666668
2019-02-16 10,23012.42666666667
2019-02-16 11,22936.544166666663
2019-02-16 12,22906.292499999996
2019-02-16 13,23979.23833333333
2019-02-16 14,23786.37833333333
2019-02-16 15,23332.2925
2019-02-16 16,21732.25583333334
2019-02-16 17,22600.040833333333
2019-02-16 18,23449.97666666667
2019-02-16 19,23117.953333333335
2019-02-16 20,22814.912499999995
2019-02-16 21,22282.689166666667
2019-02-16 22,22590.5525
2019-02-16 23,22015.625833333328
2019-02-17 00,21789.1275
2019-02-17 01,22174.799166666664
2019-02-17 02,22584.90166666667
2019-02-17 03,22396.786666666667
2019-02-17 04,21812.346666666668
2019-02-17 05,21760.798333333336
2019-02-17 06,22698.11666666667
2019-02-17 07,22828.389166666664
2019-02-17 08,22184.946666666667
2019-02-17 09,22267.849166666663
2019-02-17 10,22917.212500000005
2019-02-17 11,23689.69
2019-02-17 12,23787.944166666668
2019-02-17 13,23510.43083333333
2019-02-17 14,23520.150833333333
2019-02-17 15,23059.11666666667
2019-02-17 16,22976.259166666667
2019-02-17 17,24470.212499999998
2019-02-17 18,25548.22333333333
2019-02-17 19,25054.643333333337
2019-02-17 20,24339.419166666663
2019-02-17 21,23105.58666666667
2019-02-17 22,21602.842499999995
2019-02-17 23,21863.9525
2019-02-18 00,22137.681666666667
2019-02-18 01,21776.109166666665
2019-02-18 02,21703.319166666668
2019-02-18 03,21617.1675
2019-02-18 04,21437.479166666668
2019-02-18 05,21931.118333333332
2019-02-18 06,22644.133333333335
2019-02-18 07,23462.345833333336
2019-02-18 08,24437.39833333333
2019-02-18 09,24477.805833333336
2019-02-18 10,24279.718333333334
2019-02-18 11,24647.174166666664
2019-02-18 12,24221.546666666665
2019-02-18 13,23529.61
2019-02-18 14,23695.413333333334
2019-02-18 15,23663.945833333335
2019-02-18 16,23164.606666666663
2019-02-18 17,24281.299166666668
2019-02-18 18,24987.2025
2019-02-18 19,25125.503333333338
2019-02-18 20,25142.0675
2019-02-18 21,23998.623333333333
2019-02-18 22,22779.1875
2019-02-18 23,21397.619166666667
2019-02-19 00,20655.353333333336
2019-02-19 01,20592.325
2019-02-19 02,20650.958333333332
2019-02-19 03,20905.464166666665
2019-02-19 04,21168.326666666664
2019-02-19 05,21603.748333333333
2019-02-19 06,24825.246666666662
2019-02-19 07,24245.836666666666
2019-02-19 08,23083.274166666666
2019-02-19 09,22446.629999999994
2019-02-19 10,22344.477499999997
2019-02-19 11,22537.27
2019-02-19 12,23026.010833333334
2019-02-19 13,23216.544166666663
2019-02-19 14,23467.976666666666
2019-02-19 15,22734.24166666667
2019-02-19 16,21781.521666666664
2019-02-19 17,22998.290833333336
2019-02-19 18,24567.3275
2019-02-19 19,26443.55416666667
2019-02-19 20,26525.432499999995
2019-02-19 21,25820.4175
2019-02-19 22,23161.086666666666
2019-02-19 23,21986.84
2019-02-20 00,21906.340833333332
2019-02-20 01,21528.400833333333
2019-02-20 02,21689.86083333333
2019-02-20 03,21411.775833333333
2019-02-20 04,21977.06583333333
2019-02-20 05,23768.453333333335
2019-02-20 06,25193.316666666666
2019-02-20 07,24456.930833333336
2019-02-20 08,23911.69333333333
2019-02-20 09,23363.355833333335
2019-02-20 10,24037.524999999994
2019-02-20 11,23396.74
2019-02-20 12,22634.42583333333
2019-02-20 13,23405.683333333334
2019-02-20 14,22987.33916666666
2019-02-20 15,22788.367500000004
2019-02-20 16,23657.11083333333
2019-02-20 17,24389.5925
2019-02-20 18,25942.549166666664
2019-02-20 19,26390.121666666662
2019-02-20 20,26316.50666666667
2019-02-20 21,24955.639166666664
2019-02-20 22,22258.46083333333
2019-02-20 23,17797.899166666666
2019-02-21 00,12772.778333333334
2019-02-21 01,19283.700833333332
2019-02-21 02,19630.5275
2019-02-21 03,19442.079999999998
2019-02-21 04,19875.64
2019-02-21 05,19919.977500000005
2019-02-21 06,23374.721666666665
2019-02-21 07,23866.26
2019-02-21 08,21585.490833333333
2019-02-21 09,21232.05916666667
2019-02-21 10,21104.627500000002
2019-02-21 11,21258.215
2019-02-21 12,20271.642499999998
2019-02-21 13,15216.689166666665
2019-02-21 14,19693.719166666666
2019-02-21 15,20225.923333333336
2019-02-21 16,20816.087499999998
2019-02-21 17,22550.196666666667
2019-02-21 18,24754.178333333333
2019-02-21 19,24204.899999999998
2019-02-21 20,24144.400833333333
2019-02-21 21,23166.596666666668
2019-02-21 22,20334.08666666667
2019-02-21 23,19966.354166666668
2019-02-22 00,21236.934166666666
2019-02-22 01,21322.69583333334
2019-02-22 02,21221.015000000003
2019-02-22 03,21095.345
2019-02-22 04,20974.42583333333
2019-02-22 05,22675.778333333335
2019-02-22 06,24007.660833333328
2019-02-22 07,23923.7025
2019-02-22 08,22657.09166666667
2019-02-22 09,21860.103333333333
2019-02-22 10,22078.110833333336
2019-02-22 11,21550.935
2019-02-22 12,22728.5675
2019-02-22 13,22587.0425
2019-02-22 14,22669.38333333333
2019-02-22 15,22309.206666666665
2019-02-22 16,22585.423333333336
2019-02-22 17,23573.035
2019-02-22 18,23972.573333333334
2019-02-22 19,23931.920833333326
2019-02-22 20,24471.820833333328
2019-02-22 21,24125.469166666666
2019-02-22 22,22453.394166666665
2019-02-22 23,22425.883333333335
2019-02-23 00,21666.787500000002
2019-02-23 01,20695.80416666667
2019-02-23 02,20120.76916666667
2019-02-23 03,19925.153333333335
2019-02-23 04,20835.569166666668
2019-02-23 05,21344.440833333338
2019-02-23 06,22139.575833333332
2019-02-23 07,20558.64583333334
2019-02-23 08,20297.85583333333
2019-02-23 09,19840.131666666664
2019-02-23 10,20668.36
2019-02-23 11,20877.185833333337
2019-02-23 12,21734.58916666667
2019-02-23 13,21106.388333333332
2019-02-23 14,19852.7825
2019-02-23 15,20337.193333333333
2019-02-23 16,19860.877500000002
2019-02-23 17,21271.360833333336
2019-02-23 18,22082.824999999997
2019-02-23 19,22183.260833333337
2019-02-23 20,21975.75333333333
2019-02-23 21,21831.716666666664
2019-02-23 22,21661.416666666668
2019-02-23 23,21031.319166666668
2019-02-24 00,20799.919166666667
2019-02-24 01,20616.359999999997
2019-02-24 02,20509.647500000003
2019-02-24 03,20547.18833333333
2019-02-24 04,20748.949166666665
2019-02-24 05,20771.6975
2019-02-24 06,20604.284166666668
2019-02-24 07,19804.089166666665
2019-02-24 08,21065.745
2019-02-24 09,22601.376666666667
2019-02-24 10,22312.94916666667
2019-02-24 11,23805.225000000002
2019-02-24 12,23853.802499999994
2019-02-24 13,24078.5
2019-02-24 14,24028.985
2019-02-24 15,23872.2075
2019-02-24 16,20304.289166666666
2019-02-24 17,21200.7475
2019-02-24 18,22357.438333333335
2019-02-24 19,22505.980833333335
2019-02-24 20,22204.103333333333
2019-02-24 21,22726.529166666664
2019-02-24 22,22784.565
2019-02-24 23,22424.537500000002
2019-02-25 00,22525.054166666665
2019-02-25 01,22286.400833333333
2019-02-25 02,21902.156666666666
2019-02-25 03,22196.176666666666
2019-02-25 04,22014.224166666667
2019-02-25 05,22168.816666666666
2019-02-25 06,24198.1875
2019-02-25 07,23032.020833333332
2019-02-25 08,24231.005833333333
2019-02-25 09,24547.930833333332
2019-02-25 10,24394.263333333336
2019-02-25 11,24181.984999999997
2019-02-25 12,24475.375833333335
2019-02-25 13,24107.675
2019-02-25 14,24342.434999999994
2019-02-25 15,24113.111666666668
2019-02-25 16,23476.843333333334
2019-02-25 17,23402.0575
2019-02-25 18,24196.6225
2019-02-25 19,24530.56666666667
2019-02-25 20,23877.873333333337
2019-02-25 21,23432.64833333333
2019-02-25 22,22075.785
2019-02-25 23,21651.5475
2019-02-26 00,22331.28916666667
2019-02-26 01,23951.718333333334
2019-02-26 02,24509.631666666664
2019-02-26 03,24434.246666666662
2019-02-26 04,23126.419166666663
2019-02-26 05,23591.53833333333
2019-02-26 06,25252.989999999994
2019-02-26 07,25253.347500000003
2019-02-26 08,25409.9675
2019-02-26 09,25560.950833333332
2019-02-26 10,25440.427499999994
2019-02-26 11,25554.37
2019-02-26 12,26178.67333333333
2019-02-26 13,26258.966666666664
2019-02-26 14,25627.7075
2019-02-26 15,26127.959166666667
2019-02-26 16,25079.632500000003
2019-02-26 17,26133.325
2019-02-26 18,26910.289166666666
2019-02-26 19,26027.997499999998
2019-02-26 20,25688.19916666667
2019-02-26 21,25134.624166666665
2019-02-26 22,24119.249166666665
2019-02-26 23,23146.684166666662
2019-02-27 00,22924.521666666667
2019-02-27 01,23162.406666666666
2019-02-27 02,23434.793333333335
2019-02-27 03,23320.39
2019-02-27 04,23510.037499999995
2019-02-27 05,23998.89916666667
2019-02-27 06,23277.247499999998
2019-02-27 07,25330.559166666662
2019-02-27 08,24781.007500000003
2019-02-27 09,25539.745000000006
2019-02-27 10,24985.638333333336
2019-02-27 11,24319.61416666667
2019-02-27 12,24964.193333333333
2019-02-27 13,18591.321666666667
2019-02-27 14,25362.367500000004
2019-02-27 15,26292.144166666665
2019-02-27 16,25306.924166666664
2019-02-27 17,24913.174166666664
2019-02-27 18,24833.594166666666
2019-02-27 19,24455.148333333334
2019-02-27 20,25516.680000000004
2019-02-27 21,21526.855
2019-02-27 22,24361.24166666667
2019-02-27 23,23756.0925
2019-02-28 00,22148.242499999997
2019-02-28 01,22629.52666666667
2019-02-28 02,22872.608333333337
2019-02-28 03,22854.333333333332
2019-02-28 04,22125.251666666667
2019-02-28 05,22368.209166666667
2019-02-28 06,23206.8075
2019-02-28 07,23917.560833333337
2019-02-28 08,24708.24583333333
2019-02-28 09,24456.36666666667
2019-02-28 10,24069.266666666666
2019-02-28 11,24726.59166666667
2019-02-28 12,24684.967499999995
2019-02-28 13,25491.094999999998
2019-02-28 14,25029.860833333336
2019-02-28 15,24683.494166666667
2019-02-28 16,23700.866666666665
2019-02-28 17,24545.505833333333
2019-02-28 18,24983.125833333335
2019-02-28 19,24916.681666666667
2019-02-28 20,25175.15166666667
2019-02-28 21,24655.996666666662
2019-02-28 22,24447.342499999995
2019-02-28 23,23664.846666666668
2019-03-01 00,23841.548333333336
2019-03-01 01,23539.960000000003
2019-03-01 02,23253.4725
2019-03-01 03,23598.349999999995
2019-03-01 04,23702.28916666667
2019-03-01 05,23537.355833333335
2019-03-01 06,22668.4375
2019-03-01 07,23862.415833333333
2019-03-01 08,23046.525833333333
2019-03-01 09,22627.353333333333
2019-03-01 10,22763.568333333333
2019-03-01 11,22895.23416666666
2019-03-01 12,23176.579999999998
2019-03-01 13,24221.96583333334
2019-03-01 14,23283.10416666667
2019-03-01 15,22745.174166666668
2019-03-01 16,24472.170833333334
2019-03-01 17,24273.641666666674
2019-03-01 18,25108.402499999997
2019-03-01 19,24529.00916666667
2019-03-01 20,24442.647500000003
2019-03-01 21,24805.787500000002
2019-03-01 22,25133.644166666665
2019-03-01 23,24368.025833333333
